date,fund_id,family,method,solver_success,attempts,status_code,message,iterations,objective_value,sum_residual,lower_bound_violation,upper_bound_violation,covariance_repair,minimum_eigenvalue,retry_used,near_identical_with,near_identical_warning,near_identical_explanation
2021-08-02,combined_minimum_variance,Combined,Minimum Variance,True,1,0,Optimization terminated successfully,49,0.010214390867110568,0.0,0.0,0.0,0.0,0.004914834618703777,False,,False,
2021-08-02,combined_maximum_sharpe,Combined,Maximum Sharpe,True,1,0,Optimization terminated successfully,24,-4.316793846860453,1.5587531265737198e-13,0.0,0.0,0.0,0.004914834618703777,False,,False,
2021-08-02,combined_risk_parity,Combined,Risk Parity,True,1,0,Optimization terminated successfully,29,8.396413231543139e-14,0.0,0.0,0.0,0.0,0.004914834618703777,False,,False,
2021-09-01,equity_equal_weight,Equity,Equal Weight,True,0,0,deterministic_equal_weight,0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,
2021-09-01,equity_minimum_variance,Equity,Minimum Variance,True,1,0,Optimization terminated successfully,51,0.01011347533064497,0.0,0.0,0.0,0.0,0.0052449483578377405,False,,False,
2021-09-01,equity_maximum_sharpe,Equity,Maximum Sharpe,True,1,0,Optimization terminated successfully,20,-4.090621816667748,3.8125058665627876e-13,0.0,0.0,0.0,0.0052449483578377405,False,,False,
2021-09-01,equity_risk_parity,Equity,Risk Parity,True,1,0,Optimization terminated successfully,19,5.867472490750471e-14,2.220446049250313e-16,0.0,0.0,0.0,0.0052449483578377405,False,,False,
2021-09-01,crypto_equal_weight,Crypto,Equal Weight,True,0,0,deterministic_equal_weight,0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,
2021-09-01,crypto_minimum_variance,Crypto,Minimum Variance,True,1,0,Optimization terminated successfully,8,0.9048220149027352,3.3306690738754696e-16,0.0,0.0,0.0,0.1650103617777022,False,,False,
2021-09-01,crypto_maximum_sharpe,Crypto,Maximum Sharpe,True,1,0,Optimization terminated successfully,6,-2.8570522744462874,1.3988810110276972e-14,0.0,0.0,0.0,0.1650103617777022,False,,False,
2021-09-01,crypto_risk_parity,Crypto,Risk Parity,True,1,0,Optimization terminated successfully,14,3.1330190008602864e-14,2.220446049250313e-16,0.0,0.0,0.0,0.1650103617777022,False,,False,
2021-09-01,combined_equal_weight,Combined,Equal Weight,True,0,0,deterministic_equal_weight,0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,
2021-09-01,combined_minimum_variance,Combined,Minimum Variance,True,1,0,Optimization terminated successfully,48,0.010045825649808656,0.0,0.0,0.0,0.0,0.0047162416297591445,False,,False,
2021-09-01,combined_maximum_sharpe,Combined,Maximum Sharpe,True,1,0,Optimization terminated successfully,27,-4.352245512703399,3.89910326248355e-13,0.0,0.0,0.0,0.0047162416297591445,False,,False,
